NO,JENJANG,PROGRAM STUDI,STATUS PENDIDIKAN,NAMA PROVINSI,JUMLAH SATUAN PENDIDIKAN,JUMLAH PESERTA,MATA UJI,RERATA NILAI,TAHUN
7081,SMA/MA,KEAGAMAAN,SWASTA,DKI JAKARTA,6,144,FIKIH,54.28,2017
7082,SMA/MA,KEAGAMAAN,SWASTA,JAWA BARAT,59,2109,FIKIH,50.31,2017
7083,SMA/MA,KEAGAMAAN,SWASTA,JAWA TENGAH,56,2578,FIKIH,56.34,2017
7084,SMA/MA,KEAGAMAAN,SWASTA,DI YOGYAKARTA,18,578,FIKIH,62.4,2017
7085,SMA/MA,KEAGAMAAN,SWASTA,JAWA TIMUR,109,4072,FIKIH,52.24,2017
7086,SMA/MA,KEAGAMAAN,SWASTA,ACEH,11,319,FIKIH,44.44,2017
7087,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA UTARA,15,307,FIKIH,41.91,2017
7088,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA BARAT,44,749,FIKIH,49.77,2017
7089,SMA/MA,KEAGAMAAN,SWASTA,RIAU,11,305,FIKIH,53.6,2017
7090,SMA/MA,KEAGAMAAN,SWASTA,JAMBI,12,438,FIKIH,39.13,2017
7091,SMA/MA,KEAGAMAAN,SWASTA,SUMATERA SELATAN,19,685,FIKIH,43.16,2017
7092,SMA/MA,KEAGAMAAN,SWASTA,LAMPUNG,17,520,FIKIH,45.08,2017
7093,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN BARAT,7,167,FIKIH,46.23,2017
7094,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TENGAH,4,34,FIKIH,48.24,2017
7095,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN SELATAN,16,460,FIKIH,52.91,2017
7096,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN TIMUR,2,51,FIKIH,51.7,2017
7097,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI UTARA,1,23,FIKIH,43.09,2017
7098,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGAH,12,221,FIKIH,55.08,2017
7099,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI SELATAN,13,344,FIKIH,48.33,2017
7100,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI TENGGARA,1,18,FIKIH,40.5,2017
7101,SMA/MA,KEAGAMAAN,SWASTA,MALUKU,0,0,FIKIH,-,2017
7102,SMA/MA,KEAGAMAAN,SWASTA,BALI,2,54,FIKIH,64,2017
7103,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA BARAT,40,1127,FIKIH,42.05,2017
7104,SMA/MA,KEAGAMAAN,SWASTA,NUSA TENGGARA TIMUR,3,51,FIKIH,39.5,2017
7105,SMA/MA,KEAGAMAAN,SWASTA,PAPUA,1,2,FIKIH,-,2017
7106,SMA/MA,KEAGAMAAN,SWASTA,BENGKULU,0,0,FIKIH,-,2017
7107,SMA/MA,KEAGAMAAN,SWASTA,MALUKU UTARA,0,0,FIKIH,-,2017
7108,SMA/MA,KEAGAMAAN,SWASTA,BANGKA BELITUNG,2,73,FIKIH,-,2017
7109,SMA/MA,KEAGAMAAN,SWASTA,GORONTALO,4,65,FIKIH,47.82,2017
7110,SMA/MA,KEAGAMAAN,SWASTA,BANTEN,9,213,FIKIH,40.02,2017
7111,SMA/MA,KEAGAMAAN,SWASTA,KEPULAUAN RIAU,1,50,FIKIH,36.27,2017
7112,SMA/MA,KEAGAMAAN,SWASTA,SULAWESI BARAT,11,303,FIKIH,36.02,2017
7113,SMA/MA,KEAGAMAAN,SWASTA,PAPUA BARAT,2,25,FIKIH,-,2017
7114,SMA/MA,KEAGAMAAN,SWASTA,KALIMANTAN UTARA,0,0,FIKIH,-,2017
7115,SMA/MA,PROTESTAN,NEGERI,DKI JAKARTA,-,0,BAHASA INDONESIA,-,2017
7116,SMA/MA,PROTESTAN,NEGERI,JAWA BARAT,-,0,BAHASA INDONESIA,-,2017
7117,SMA/MA,PROTESTAN,NEGERI,JAWA TENGAH,-,0,BAHASA INDONESIA,-,2017
7118,SMA/MA,PROTESTAN,NEGERI,DI YOGYAKARTA,-,0,BAHASA INDONESIA,-,2017
7119,SMA/MA,PROTESTAN,NEGERI,JAWA TIMUR,-,0,BAHASA INDONESIA,-,2017
7120,SMA/MA,PROTESTAN,NEGERI,ACEH,-,0,BAHASA INDONESIA,-,2017
7121,SMA/MA,PROTESTAN,NEGERI,SUMATERA UTARA,1,24,BAHASA INDONESIA,62.5,2017
7122,SMA/MA,PROTESTAN,NEGERI,SUMATERA BARAT,-,0,BAHASA INDONESIA,-,2017
7123,SMA/MA,PROTESTAN,NEGERI,RIAU,-,0,BAHASA INDONESIA,-,2017
7124,SMA/MA,PROTESTAN,NEGERI,JAMBI,-,0,BAHASA INDONESIA,-,2017
7125,SMA/MA,PROTESTAN,NEGERI,SUMATERA SELATAN,-,0,BAHASA INDONESIA,-,2017
7126,SMA/MA,PROTESTAN,NEGERI,LAMPUNG,-,0,BAHASA INDONESIA,-,2017
7127,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN BARAT,-,0,BAHASA INDONESIA,-,2017
7128,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TENGAH,-,0,BAHASA INDONESIA,-,2017
7129,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN SELATAN,-,0,BAHASA INDONESIA,-,2017
7130,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TIMUR,-,0,BAHASA INDONESIA,-,2017
7131,SMA/MA,PROTESTAN,NEGERI,SULAWESI UTARA,-,0,BAHASA INDONESIA,-,2017
7132,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGAH,-,0,BAHASA INDONESIA,-,2017
7133,SMA/MA,PROTESTAN,NEGERI,SULAWESI SELATAN,-,0,BAHASA INDONESIA,-,2017
7134,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGGARA,-,0,BAHASA INDONESIA,-,2017
7135,SMA/MA,PROTESTAN,NEGERI,MALUKU,-,0,BAHASA INDONESIA,-,2017
7136,SMA/MA,PROTESTAN,NEGERI,BALI,-,0,BAHASA INDONESIA,-,2017
7137,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA BARAT,-,0,BAHASA INDONESIA,-,2017
7138,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA TIMUR,-,0,BAHASA INDONESIA,-,2017
7139,SMA/MA,PROTESTAN,NEGERI,PAPUA,-,0,BAHASA INDONESIA,-,2017
7140,SMA/MA,PROTESTAN,NEGERI,BENGKULU,-,0,BAHASA INDONESIA,-,2017
7141,SMA/MA,PROTESTAN,NEGERI,MALUKU UTARA,-,0,BAHASA INDONESIA,-,2017
7142,SMA/MA,PROTESTAN,NEGERI,BANGKA BELITUNG,-,0,BAHASA INDONESIA,-,2017
7143,SMA/MA,PROTESTAN,NEGERI,GORONTALO,-,0,BAHASA INDONESIA,-,2017
7144,SMA/MA,PROTESTAN,NEGERI,BANTEN,-,0,BAHASA INDONESIA,-,2017
7145,SMA/MA,PROTESTAN,NEGERI,KEPULAUAN RIAU,-,0,BAHASA INDONESIA,-,2017
7146,SMA/MA,PROTESTAN,NEGERI,SULAWESI BARAT,1,8,BAHASA INDONESIA,47,2017
7147,SMA/MA,PROTESTAN,NEGERI,PAPUA BARAT,-,0,BAHASA INDONESIA,-,2017
7148,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN UTARA,-,0,BAHASA INDONESIA,-,2017
7149,SMA/MA,PROTESTAN,NEGERI,DKI JAKARTA,-,0,BAHASA INGGRIS,-,2017
7150,SMA/MA,PROTESTAN,NEGERI,JAWA BARAT,-,0,BAHASA INGGRIS,-,2017
7151,SMA/MA,PROTESTAN,NEGERI,JAWA TENGAH,-,0,BAHASA INGGRIS,-,2017
7152,SMA/MA,PROTESTAN,NEGERI,DI YOGYAKARTA,-,0,BAHASA INGGRIS,-,2017
7153,SMA/MA,PROTESTAN,NEGERI,JAWA TIMUR,-,0,BAHASA INGGRIS,-,2017
7154,SMA/MA,PROTESTAN,NEGERI,ACEH,-,0,BAHASA INGGRIS,-,2017
7155,SMA/MA,PROTESTAN,NEGERI,SUMATERA UTARA,1,24,BAHASA INGGRIS,64.08,2017
7156,SMA/MA,PROTESTAN,NEGERI,SUMATERA BARAT,-,0,BAHASA INGGRIS,-,2017
7157,SMA/MA,PROTESTAN,NEGERI,RIAU,-,0,BAHASA INGGRIS,-,2017
7158,SMA/MA,PROTESTAN,NEGERI,JAMBI,-,0,BAHASA INGGRIS,-,2017
7159,SMA/MA,PROTESTAN,NEGERI,SUMATERA SELATAN,-,0,BAHASA INGGRIS,-,2017
7160,SMA/MA,PROTESTAN,NEGERI,LAMPUNG,-,0,BAHASA INGGRIS,-,2017
7161,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN BARAT,-,0,BAHASA INGGRIS,-,2017
7162,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TENGAH,-,0,BAHASA INGGRIS,-,2017
7163,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN SELATAN,-,0,BAHASA INGGRIS,-,2017
7164,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TIMUR,-,0,BAHASA INGGRIS,-,2017
7165,SMA/MA,PROTESTAN,NEGERI,SULAWESI UTARA,-,0,BAHASA INGGRIS,-,2017
7166,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGAH,-,0,BAHASA INGGRIS,-,2017
7167,SMA/MA,PROTESTAN,NEGERI,SULAWESI SELATAN,-,0,BAHASA INGGRIS,-,2017
7168,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGGARA,-,0,BAHASA INGGRIS,-,2017
7169,SMA/MA,PROTESTAN,NEGERI,MALUKU,-,0,BAHASA INGGRIS,-,2017
7170,SMA/MA,PROTESTAN,NEGERI,BALI,-,0,BAHASA INGGRIS,-,2017
7171,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA BARAT,-,0,BAHASA INGGRIS,-,2017
7172,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA TIMUR,-,0,BAHASA INGGRIS,-,2017
7173,SMA/MA,PROTESTAN,NEGERI,PAPUA,-,0,BAHASA INGGRIS,-,2017
7174,SMA/MA,PROTESTAN,NEGERI,BENGKULU,-,0,BAHASA INGGRIS,-,2017
7175,SMA/MA,PROTESTAN,NEGERI,MALUKU UTARA,-,0,BAHASA INGGRIS,-,2017
7176,SMA/MA,PROTESTAN,NEGERI,BANGKA BELITUNG,-,0,BAHASA INGGRIS,-,2017
7177,SMA/MA,PROTESTAN,NEGERI,GORONTALO,-,0,BAHASA INGGRIS,-,2017
7178,SMA/MA,PROTESTAN,NEGERI,BANTEN,-,0,BAHASA INGGRIS,-,2017
7179,SMA/MA,PROTESTAN,NEGERI,KEPULAUAN RIAU,-,0,BAHASA INGGRIS,-,2017
7180,SMA/MA,PROTESTAN,NEGERI,SULAWESI BARAT,1,8,BAHASA INGGRIS,29.25,2017
7181,SMA/MA,PROTESTAN,NEGERI,PAPUA BARAT,-,0,BAHASA INGGRIS,-,2017
7182,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN UTARA,-,0,BAHASA INGGRIS,-,2017
7183,SMA/MA,PROTESTAN,NEGERI,DKI JAKARTA,-,0,MATEMATIKA,-,2017
7184,SMA/MA,PROTESTAN,NEGERI,JAWA BARAT,-,0,MATEMATIKA,-,2017
7185,SMA/MA,PROTESTAN,NEGERI,JAWA TENGAH,-,0,MATEMATIKA,-,2017
7186,SMA/MA,PROTESTAN,NEGERI,DI YOGYAKARTA,-,0,MATEMATIKA,-,2017
7187,SMA/MA,PROTESTAN,NEGERI,JAWA TIMUR,-,0,MATEMATIKA,-,2017
7188,SMA/MA,PROTESTAN,NEGERI,ACEH,-,0,MATEMATIKA,-,2017
7189,SMA/MA,PROTESTAN,NEGERI,SUMATERA UTARA,1,24,MATEMATIKA,71.77,2017
7190,SMA/MA,PROTESTAN,NEGERI,SUMATERA BARAT,-,0,MATEMATIKA,-,2017
7191,SMA/MA,PROTESTAN,NEGERI,RIAU,-,0,MATEMATIKA,-,2017
7192,SMA/MA,PROTESTAN,NEGERI,JAMBI,-,0,MATEMATIKA,-,2017
7193,SMA/MA,PROTESTAN,NEGERI,SUMATERA SELATAN,-,0,MATEMATIKA,-,2017
7194,SMA/MA,PROTESTAN,NEGERI,LAMPUNG,-,0,MATEMATIKA,-,2017
7195,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN BARAT,-,0,MATEMATIKA,-,2017
7196,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TENGAH,-,0,MATEMATIKA,-,2017
7197,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN SELATAN,-,0,MATEMATIKA,-,2017
7198,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TIMUR,-,0,MATEMATIKA,-,2017
7199,SMA/MA,PROTESTAN,NEGERI,SULAWESI UTARA,-,0,MATEMATIKA,-,2017
7200,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGAH,-,0,MATEMATIKA,-,2017
7201,SMA/MA,PROTESTAN,NEGERI,SULAWESI SELATAN,-,0,MATEMATIKA,-,2017
7202,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGGARA,-,0,MATEMATIKA,-,2017
7203,SMA/MA,PROTESTAN,NEGERI,MALUKU,-,0,MATEMATIKA,-,2017
7204,SMA/MA,PROTESTAN,NEGERI,BALI,-,0,MATEMATIKA,-,2017
7205,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA BARAT,-,0,MATEMATIKA,-,2017
7206,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA TIMUR,-,0,MATEMATIKA,-,2017
7207,SMA/MA,PROTESTAN,NEGERI,PAPUA,-,0,MATEMATIKA,-,2017
7208,SMA/MA,PROTESTAN,NEGERI,BENGKULU,-,0,MATEMATIKA,-,2017
7209,SMA/MA,PROTESTAN,NEGERI,MALUKU UTARA,-,0,MATEMATIKA,-,2017
7210,SMA/MA,PROTESTAN,NEGERI,BANGKA BELITUNG,-,0,MATEMATIKA,-,2017
7211,SMA/MA,PROTESTAN,NEGERI,GORONTALO,-,0,MATEMATIKA,-,2017
7212,SMA/MA,PROTESTAN,NEGERI,BANTEN,-,0,MATEMATIKA,-,2017
7213,SMA/MA,PROTESTAN,NEGERI,KEPULAUAN RIAU,-,0,MATEMATIKA,-,2017
7214,SMA/MA,PROTESTAN,NEGERI,SULAWESI BARAT,1,8,MATEMATIKA,20.63,2017
7215,SMA/MA,PROTESTAN,NEGERI,PAPUA BARAT,-,0,MATEMATIKA,-,2017
7216,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN UTARA,-,0,MATEMATIKA,-,2017
7217,SMA/MA,PROTESTAN,NEGERI,DKI JAKARTA,-,0,ETIKA KRISTEN,-,2017
7218,SMA/MA,PROTESTAN,NEGERI,JAWA BARAT,-,0,ETIKA KRISTEN,-,2017
7219,SMA/MA,PROTESTAN,NEGERI,JAWA TENGAH,-,0,ETIKA KRISTEN,-,2017
7220,SMA/MA,PROTESTAN,NEGERI,DI YOGYAKARTA,-,0,ETIKA KRISTEN,-,2017
7221,SMA/MA,PROTESTAN,NEGERI,JAWA TIMUR,-,0,ETIKA KRISTEN,-,2017
7222,SMA/MA,PROTESTAN,NEGERI,ACEH,-,0,ETIKA KRISTEN,-,2017
7223,SMA/MA,PROTESTAN,NEGERI,SUMATERA UTARA,1,24,ETIKA KRISTEN,-,2017
7224,SMA/MA,PROTESTAN,NEGERI,SUMATERA BARAT,-,0,ETIKA KRISTEN,-,2017
7225,SMA/MA,PROTESTAN,NEGERI,RIAU,-,0,ETIKA KRISTEN,-,2017
7226,SMA/MA,PROTESTAN,NEGERI,JAMBI,-,0,ETIKA KRISTEN,-,2017
7227,SMA/MA,PROTESTAN,NEGERI,SUMATERA SELATAN,-,0,ETIKA KRISTEN,-,2017
7228,SMA/MA,PROTESTAN,NEGERI,LAMPUNG,-,0,ETIKA KRISTEN,-,2017
7229,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN BARAT,-,0,ETIKA KRISTEN,-,2017
7230,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TENGAH,-,0,ETIKA KRISTEN,-,2017
7231,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN SELATAN,-,0,ETIKA KRISTEN,-,2017
7232,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TIMUR,-,0,ETIKA KRISTEN,-,2017
7233,SMA/MA,PROTESTAN,NEGERI,SULAWESI UTARA,-,0,ETIKA KRISTEN,-,2017
7234,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGAH,-,0,ETIKA KRISTEN,-,2017
7235,SMA/MA,PROTESTAN,NEGERI,SULAWESI SELATAN,-,0,ETIKA KRISTEN,-,2017
7236,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGGARA,-,0,ETIKA KRISTEN,-,2017
7237,SMA/MA,PROTESTAN,NEGERI,MALUKU,-,0,ETIKA KRISTEN,-,2017
7238,SMA/MA,PROTESTAN,NEGERI,BALI,-,0,ETIKA KRISTEN,-,2017
7239,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA BARAT,-,0,ETIKA KRISTEN,-,2017
7240,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA TIMUR,-,0,ETIKA KRISTEN,-,2017
7241,SMA/MA,PROTESTAN,NEGERI,PAPUA,-,0,ETIKA KRISTEN,-,2017
7242,SMA/MA,PROTESTAN,NEGERI,BENGKULU,-,0,ETIKA KRISTEN,-,2017
7243,SMA/MA,PROTESTAN,NEGERI,MALUKU UTARA,-,0,ETIKA KRISTEN,-,2017
7244,SMA/MA,PROTESTAN,NEGERI,BANGKA BELITUNG,-,0,ETIKA KRISTEN,-,2017
7245,SMA/MA,PROTESTAN,NEGERI,GORONTALO,-,0,ETIKA KRISTEN,-,2017
7246,SMA/MA,PROTESTAN,NEGERI,BANTEN,-,0,ETIKA KRISTEN,-,2017
7247,SMA/MA,PROTESTAN,NEGERI,KEPULAUAN RIAU,-,0,ETIKA KRISTEN,-,2017
7248,SMA/MA,PROTESTAN,NEGERI,SULAWESI BARAT,1,8,ETIKA KRISTEN,50.75,2017
7249,SMA/MA,PROTESTAN,NEGERI,PAPUA BARAT,-,0,ETIKA KRISTEN,-,2017
7250,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN UTARA,-,0,ETIKA KRISTEN,-,2017
7251,SMA/MA,PROTESTAN,NEGERI,DKI JAKARTA,-,0,PENGETAHUAN ALKITAB,-,2017
7252,SMA/MA,PROTESTAN,NEGERI,JAWA BARAT,-,0,PENGETAHUAN ALKITAB,-,2017
7253,SMA/MA,PROTESTAN,NEGERI,JAWA TENGAH,-,0,PENGETAHUAN ALKITAB,-,2017
7254,SMA/MA,PROTESTAN,NEGERI,DI YOGYAKARTA,-,0,PENGETAHUAN ALKITAB,-,2017
7255,SMA/MA,PROTESTAN,NEGERI,JAWA TIMUR,-,0,PENGETAHUAN ALKITAB,-,2017
7256,SMA/MA,PROTESTAN,NEGERI,ACEH,-,0,PENGETAHUAN ALKITAB,-,2017
7257,SMA/MA,PROTESTAN,NEGERI,SUMATERA UTARA,1,24,PENGETAHUAN ALKITAB,70.67,2017
7258,SMA/MA,PROTESTAN,NEGERI,SUMATERA BARAT,-,0,PENGETAHUAN ALKITAB,-,2017
7259,SMA/MA,PROTESTAN,NEGERI,RIAU,-,0,PENGETAHUAN ALKITAB,-,2017
7260,SMA/MA,PROTESTAN,NEGERI,JAMBI,-,0,PENGETAHUAN ALKITAB,-,2017
7261,SMA/MA,PROTESTAN,NEGERI,SUMATERA SELATAN,-,0,PENGETAHUAN ALKITAB,-,2017
7262,SMA/MA,PROTESTAN,NEGERI,LAMPUNG,-,0,PENGETAHUAN ALKITAB,-,2017
7263,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN BARAT,-,0,PENGETAHUAN ALKITAB,-,2017
7264,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TENGAH,-,0,PENGETAHUAN ALKITAB,-,2017
7265,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN SELATAN,-,0,PENGETAHUAN ALKITAB,-,2017
7266,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TIMUR,-,0,PENGETAHUAN ALKITAB,-,2017
7267,SMA/MA,PROTESTAN,NEGERI,SULAWESI UTARA,-,0,PENGETAHUAN ALKITAB,-,2017
7268,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGAH,-,0,PENGETAHUAN ALKITAB,-,2017
7269,SMA/MA,PROTESTAN,NEGERI,SULAWESI SELATAN,-,0,PENGETAHUAN ALKITAB,-,2017
7270,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGGARA,-,0,PENGETAHUAN ALKITAB,-,2017
7271,SMA/MA,PROTESTAN,NEGERI,MALUKU,-,0,PENGETAHUAN ALKITAB,-,2017
7272,SMA/MA,PROTESTAN,NEGERI,BALI,-,0,PENGETAHUAN ALKITAB,-,2017
7273,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA BARAT,-,0,PENGETAHUAN ALKITAB,-,2017
7274,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA TIMUR,-,0,PENGETAHUAN ALKITAB,-,2017
7275,SMA/MA,PROTESTAN,NEGERI,PAPUA,-,0,PENGETAHUAN ALKITAB,-,2017
7276,SMA/MA,PROTESTAN,NEGERI,BENGKULU,-,0,PENGETAHUAN ALKITAB,-,2017
7277,SMA/MA,PROTESTAN,NEGERI,MALUKU UTARA,-,0,PENGETAHUAN ALKITAB,-,2017
7278,SMA/MA,PROTESTAN,NEGERI,BANGKA BELITUNG,-,0,PENGETAHUAN ALKITAB,-,2017
7279,SMA/MA,PROTESTAN,NEGERI,GORONTALO,-,0,PENGETAHUAN ALKITAB,-,2017
7280,SMA/MA,PROTESTAN,NEGERI,BANTEN,-,0,PENGETAHUAN ALKITAB,-,2017
7281,SMA/MA,PROTESTAN,NEGERI,KEPULAUAN RIAU,-,0,PENGETAHUAN ALKITAB,-,2017
7282,SMA/MA,PROTESTAN,NEGERI,SULAWESI BARAT,1,8,PENGETAHUAN ALKITAB,-,2017
7283,SMA/MA,PROTESTAN,NEGERI,PAPUA BARAT,-,0,PENGETAHUAN ALKITAB,-,2017
7284,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN UTARA,-,0,PENGETAHUAN ALKITAB,-,2017
7285,SMA/MA,PROTESTAN,NEGERI,DKI JAKARTA,-,0,SEJARAH GEREJA,-,2017
7286,SMA/MA,PROTESTAN,NEGERI,JAWA BARAT,-,0,SEJARAH GEREJA,-,2017
7287,SMA/MA,PROTESTAN,NEGERI,JAWA TENGAH,-,0,SEJARAH GEREJA,-,2017
7288,SMA/MA,PROTESTAN,NEGERI,DI YOGYAKARTA,-,0,SEJARAH GEREJA,-,2017
7289,SMA/MA,PROTESTAN,NEGERI,JAWA TIMUR,-,0,SEJARAH GEREJA,-,2017
7290,SMA/MA,PROTESTAN,NEGERI,ACEH,-,0,SEJARAH GEREJA,-,2017
7291,SMA/MA,PROTESTAN,NEGERI,SUMATERA UTARA,1,24,SEJARAH GEREJA,-,2017
7292,SMA/MA,PROTESTAN,NEGERI,SUMATERA BARAT,-,0,SEJARAH GEREJA,-,2017
7293,SMA/MA,PROTESTAN,NEGERI,RIAU,-,0,SEJARAH GEREJA,-,2017
7294,SMA/MA,PROTESTAN,NEGERI,JAMBI,-,0,SEJARAH GEREJA,-,2017
7295,SMA/MA,PROTESTAN,NEGERI,SUMATERA SELATAN,-,0,SEJARAH GEREJA,-,2017
7296,SMA/MA,PROTESTAN,NEGERI,LAMPUNG,-,0,SEJARAH GEREJA,-,2017
7297,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN BARAT,-,0,SEJARAH GEREJA,-,2017
7298,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TENGAH,-,0,SEJARAH GEREJA,-,2017
7299,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN SELATAN,-,0,SEJARAH GEREJA,-,2017
7300,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TIMUR,-,0,SEJARAH GEREJA,-,2017
7301,SMA/MA,PROTESTAN,NEGERI,SULAWESI UTARA,-,0,SEJARAH GEREJA,-,2017
7302,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGAH,-,0,SEJARAH GEREJA,-,2017
7303,SMA/MA,PROTESTAN,NEGERI,SULAWESI SELATAN,-,0,SEJARAH GEREJA,-,2017
7304,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGGARA,-,0,SEJARAH GEREJA,-,2017
7305,SMA/MA,PROTESTAN,NEGERI,MALUKU,-,0,SEJARAH GEREJA,-,2017
7306,SMA/MA,PROTESTAN,NEGERI,BALI,-,0,SEJARAH GEREJA,-,2017
7307,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA BARAT,-,0,SEJARAH GEREJA,-,2017
7308,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA TIMUR,-,0,SEJARAH GEREJA,-,2017
7309,SMA/MA,PROTESTAN,NEGERI,PAPUA,-,0,SEJARAH GEREJA,-,2017
7310,SMA/MA,PROTESTAN,NEGERI,BENGKULU,-,0,SEJARAH GEREJA,-,2017
7311,SMA/MA,PROTESTAN,NEGERI,MALUKU UTARA,-,0,SEJARAH GEREJA,-,2017
7312,SMA/MA,PROTESTAN,NEGERI,BANGKA BELITUNG,-,0,SEJARAH GEREJA,-,2017
7313,SMA/MA,PROTESTAN,NEGERI,GORONTALO,-,0,SEJARAH GEREJA,-,2017
7314,SMA/MA,PROTESTAN,NEGERI,BANTEN,-,0,SEJARAH GEREJA,-,2017
7315,SMA/MA,PROTESTAN,NEGERI,KEPULAUAN RIAU,-,0,SEJARAH GEREJA,-,2017
7316,SMA/MA,PROTESTAN,NEGERI,SULAWESI BARAT,1,8,SEJARAH GEREJA,-,2017
7317,SMA/MA,PROTESTAN,NEGERI,PAPUA BARAT,-,0,SEJARAH GEREJA,-,2017
7318,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN UTARA,-,0,SEJARAH GEREJA,-,2017
7319,SMA/MA,PROTESTAN,SWASTA,DKI JAKARTA,2,36,BAHASA INDONESIA,74.72,2017
7320,SMA/MA,PROTESTAN,SWASTA,JAWA BARAT,2,15,BAHASA INDONESIA,50,2017
7321,SMA/MA,PROTESTAN,SWASTA,JAWA TENGAH,8,39,BAHASA INDONESIA,63.18,2017
7322,SMA/MA,PROTESTAN,SWASTA,DI YOGYAKARTA,1,8,BAHASA INDONESIA,58.25,2017
7323,SMA/MA,PROTESTAN,SWASTA,JAWA TIMUR,2,18,BAHASA INDONESIA,56.55,2017
7324,SMA/MA,PROTESTAN,SWASTA,ACEH,-,0,BAHASA INDONESIA,-,2017
7325,SMA/MA,PROTESTAN,SWASTA,SUMATERA UTARA,6,79,BAHASA INDONESIA,48.91,2017
7326,SMA/MA,PROTESTAN,SWASTA,SUMATERA BARAT,-,0,BAHASA INDONESIA,-,2017
7327,SMA/MA,PROTESTAN,SWASTA,RIAU,-,0,BAHASA INDONESIA,-,2017
7328,SMA/MA,PROTESTAN,SWASTA,JAMBI,-,0,BAHASA INDONESIA,-,2017
7329,SMA/MA,PROTESTAN,SWASTA,SUMATERA SELATAN,-,0,BAHASA INDONESIA,-,2017
7330,SMA/MA,PROTESTAN,SWASTA,LAMPUNG,1,6,BAHASA INDONESIA,55,2017
7331,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN BARAT,8,113,BAHASA INDONESIA,54.43,2017
7332,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN TENGAH,1,5,BAHASA INDONESIA,44.8,2017
